category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity,discountamount,discountpercent_calculated
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown",620.0,0,6,620.0,172,False,172,0.0,0.0
Paan Corner,Patanjali Kesh Kanti Natural Hair Cleanser,75.0,9,4,68.0,200,False,200,7.0,9.333333333333334
Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,149.0,0,6,149.0,600,False,600,0.0,0.0
Paan Corner,Pantene Advanced Control Hair Fall Solution Shampoo,120.0,6,5,112.0,180,False,180,8.0,6.666666666666667
Paan Corner,Veet Full Body Waxing Kit For Dry Skin,235.0,7,6,218.0,1160,False,20,17.0,7.234042553191489
Paan Corner,Johnson's Baby Skincare Wipes,245.0,9,6,221.0,72,False,72,24.0,9.795918367346939
Paan Corner,Gillette Lemon Lime Shaving Foam,199.0,11,4,177.0,196,False,196,22.0,11.055276381909549
Paan Corner,Old Spice After Shave Lotion Musk,215.0,6,3,200.0,100,False,100,15.0,6.976744186046512
Paan Corner,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,315.0,0,4,315.0,30,False,30,0.0,0.0
Paan Corner,Himalaya Baby Powder,80.0,8,4,73.0,100,False,100,7.0,8.75
Paan Corner,Fiama Men's Refreshing Pulse Shower Gel,225.0,20,4,180.0,250,False,250,45.0,20.0
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,175.0,0,5,175.0,870,False,15,0.0,0.0
Paan Corner,Johnson's Baby Powder,143.0,0,6,143.0,200,False,200,0.0,0.0
Paan Corner,Dove Cream Beauty Bathing Bar,235.0,9,6,212.0,125,False,125,23.0,9.787234042553191
Paan Corner,Patanjali Kesh Kanti Shikakai Hair Cleanser,95.0,0,4,95.0,200,False,200,0.0,0.0
Paan Corner,L'Oreal Paris Color Protect Conditioner,199.0,0,3,199.0,192,False,192,0.0,0.0
Paan Corner,Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair,199.0,4,5,191.0,250,False,250,8.0,4.0201005025125625
Paan Corner,L'Oreal 6 Oil Nourish Conditioner,135.0,0,1,135.0,192,False,192,0.0,0.0
Paan Corner,Godrej Easy Natural Black Hair Colour,25.0,0,5,25.0,20,False,20,0.0,0.0
Paan Corner,Dabur Gulabari Rose Water Daily Glow,80.0,6,2,75.0,250,False,250,5.0,6.25
Paan Corner,Himalaya Purifying Neem Face Wash,170.0,10,6,153.0,150,False,150,17.0,10.0
Paan Corner,Fem Fairness Naturals Gold Skin Bleach,65.0,9,3,59.0,24,False,24,6.0,9.230769230769232
Paan Corner,Whisper Choice Ultra XL Sanitary Pad,133.0,2,5,130.0,1160,False,20,3.0,2.2556390977443606
Paan Corner,Dove Dandruff Care Shampoo,158.0,6,5,147.0,180,False,180,11.0,6.962025316455696
Paan Corner,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,285.0,0,5,285.0,340,False,240,0.0,0.0
Paan Corner,L'Oreal Casting Creme Ebony Black Hair Color,550.0,0,6,550.0,159,False,87,0.0,0.0
Paan Corner,Mamaearth Onion Hair Oil,399.0,10,6,359.0,150,False,150,40.0,10.025062656641603
Paan Corner,L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400),550.0,0,4,550.0,159,False,159,0.0,0.0
Paan Corner,Palmolive Naturals Sea Minerals Liquid Hand Wash,99.0,10,6,89.0,250,False,250,10.0,10.1010101010101
Paan Corner,Oral-B Extra Soft Bristles Sensitive ,98.0,0,4,98.0,232,False,4,0.0,0.0
Paan Corner,Engage M3 Perfume Spray for Men,200.0,10,3,180.0,120,False,120,20.0,10.0
Paan Corner,Mamaearth Deeply Nourishing wash for Babies,199.0,0,4,199.0,200,False,200,0.0,0.0
Paan Corner,Dettol Original Soap (B4G1),260.0,5,6,247.0,625,False,625,13.0,5.0
Paan Corner,Woodward's Gripe Water,75.0,0,6,75.0,200,False,200,0.0,0.0
Paan Corner,"MamyPoko Pants Extra Absorb Diapers, New Born",299.0,6,5,279.0,28,False,28,20.0,6.688963210702341
Paan Corner,Johnson's Baby Soap,70.0,0,6,70.0,100,False,100,0.0,0.0
Paan Corner,Engage M4 Perfume Spray For Men,200.0,10,6,180.0,120,False,120,20.0,10.0
Paan Corner,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,65.0,10,4,58.0,40,False,40,7.0,10.76923076923077
Paan Corner,Dove Hair Fall Rescue Conditioner,190.0,0,4,190.0,175,False,175,0.0,0.0
Paan Corner,Himalaya Anti Hair Fall Shampoo,130.0,12,2,114.0,200,False,200,16.0,12.307692307692308
Paan Corner,Fiama Peach & Avocado Gel Bar,176.0,10,3,158.0,375,False,375,18.0,10.227272727272728
Paan Corner,Pears Pure & Gentle Value Pack Of 4 Bathing Soap ,125.0,0,6,125.0,75,False,75,0.0,0.0
Paan Corner,Fiama Fresh Hand Wash,150.0,6,3,140.0,400,False,400,10.0,6.666666666666667
Paan Corner,Palmolive Black Orchid And Milk Liquid Hand Wash,99.0,10,6,89.0,250,False,250,10.0,10.1010101010101
Paan Corner,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),160.0,0,5,160.0,232,False,4,0.0,0.0
Paan Corner,Gillette Mach 3 Turbo Razor,349.0,6,5,325.0,58,False,1,24.0,6.876790830945559
Paan Corner,Himalaya Baby Lotion,165.0,12,3,145.0,200,False,200,20.0,12.121212121212121
Paan Corner,Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,375.0,0,1,375.0,340,False,180,0.0,0.0
Paan Corner,Sunsilk Lusciously Thick & Long Shampoo,249.0,6,6,234.0,340,False,340,15.0,6.024096385542169
Paan Corner,Fiama Di Wills Men's Refreshing Pulse Shower Gel,225.0,4,3,214.0,250,False,250,11.0,4.888888888888889
Paan Corner,Sebamed Anti - Dandruff Shampoo,600.0,10,2,540.0,200,False,200,60.0,10.0
Paan Corner,Listerine Cool Mint Mouthwash - Mild Taste,150.0,10,6,135.0,250,False,250,15.0,10.0
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",620.0,0,6,620.0,172,False,172,0.0,0.0
Paan Corner,Himalaya Gentle Baby Bath,165.0,9,6,150.0,200,False,200,15.0,9.090909090909092
Paan Corner,"L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",550.0,0,4,550.0,160,False,159,0.0,0.0
Paan Corner,L'Oreal Paris Color Protect Shampoo,282.0,0,3,282.0,360,False,360,0.0,0.0
Paan Corner,Fiama Di Wills Lemongrass & Jojoba Gel Bar,176.0,10,6,158.0,375,False,375,18.0,10.227272727272728
Paan Corner,Colgate Plax Peppermint Mouthwash,150.0,20,5,120.0,250,False,250,30.0,20.0
Paan Corner,Dove Daily Shine Conditioner,90.0,10,1,81.0,80,False,80,9.0,10.0
Paan Corner,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,110.0,0,6,110.0,200,False,200,0.0,0.0
Paan Corner,Old Spice Original After Shave Lotion,250.0,0,1,250.0,150,False,150,0.0,0.0
Paan Corner,Dove Hair Fall Rescue Shampoo,137.0,10,4,123.0,180,False,180,14.0,10.218978102189782
Paan Corner,Dettol Clinical Strength Hand Sanitizer Liquid,250.0,10,6,225.0,500,False,500,25.0,10.0
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,399.0,20,3,319.0,300,False,300,80.0,20.050125313283207
Paan Corner,Comfy Baby Pants XL 12-17 kg,429.0,15,1,364.0,24,False,24,65.0,15.151515151515152
Paan Corner,Dettol Liquid Handwash With Free Liquid,99.0,0,6,99.0,200,False,200,0.0,0.0
Paan Corner,Nivea Body Milk Lotion for Very Dry Skin,399.0,20,6,319.0,400,False,400,80.0,20.050125313283207
Paan Corner,Lakme Sun Expert,225.0,0,6,225.0,60,False,60,0.0,0.0
Paan Corner,Head & shoulders Anti Dandruff Shampoo Cool Menthol,170.0,0,6,170.0,180,False,180,0.0,0.0
Paan Corner,Godrej Nupur Henna,75.0,0,5,75.0,150,False,120,0.0,0.0
Paan Corner,Johnson's Baby Lotion,100.0,0,4,100.0,100,False,100,0.0,0.0
Paan Corner,Himalaya Anti Dandruff Shampoo,140.0,10,1,126.0,200,False,200,14.0,10.0
Paan Corner,Maybelline New York Colossal Kajal Super Black,300.0,8,3,275.0,0,False,0,25.0,8.333333333333332
Paan Corner,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,90.0,10,6,81.0,406,False,7,9.0,10.0
Paan Corner,Dove Daily Shine Shampoo,645.0,5,3,612.0,650,False,650,33.0,5.116279069767442
Paan Corner,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,29.0,0,5,29.0,20,False,20,0.0,0.0
Paan Corner,Colgate Sensitive Plus Enamel Toothpaste Tube,140.0,0,6,140.0,160,False,160,0.0,0.0
Paan Corner,Colgate Max Fresh Peppermint Toothpaste ,182.0,15,6,154.0,300,False,300,28.0,15.384615384615385
Paan Corner,Pond's Light Moisturiser,309.0,10,6,278.0,250,False,250,31.0,10.032362459546926
Paan Corner,Engage Mate For Man Deo Spray,195.0,10,5,174.0,150,False,150,21.0,10.76923076923077
Paan Corner,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,120.0,0,5,120.0,180,False,180,0.0,0.0
Paan Corner,Whisper Choice Regular Wing Sanitary Pad,30.0,0,2,30.0,406,False,7,0.0,0.0
Paan Corner,Colgate Slim Soft Charcoal Toothbrush,150.0,18,4,123.0,232,False,4,27.0,18.0
Paan Corner,Fiama Scents Juniper & Geranium Body Wash,199.0,6,5,186.0,250,False,250,13.0,6.532663316582915
Paan Corner,Mamaearth Ubtan Body Lotion,399.0,15,4,339.0,400,False,400,60.0,15.037593984962406
Paan Corner,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,55.0,0,6,55.0,10,False,10,0.0,0.0
Paan Corner,Himalaya Anti-Hair Fall Shampoo,230.0,18,1,188.0,400,False,400,42.0,18.26086956521739
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,310.0,15,6,263.0,200,False,200,47.0,15.161290322580644
Paan Corner,Engage M2 Perfume Spray For Men,200.0,10,6,180.0,120,False,120,20.0,10.0
Paan Corner,Mamaearth Ubtan Face Scrub Turmeric & Walnut,349.0,10,1,314.0,100,False,100,35.0,10.028653295128938
Paan Corner,Himalaya Purifying Neem Face Wash Tube,270.0,15,6,229.0,300,False,300,41.0,15.185185185185185
Paan Corner,Johnson's Baby Top To Toe Bath Body Wash,165.0,0,4,165.0,210,False,210,0.0,0.0
Paan Corner,Gillette Mach 3 Start,249.0,0,6,249.0,116,False,2,0.0,0.0
Paan Corner,Scalpe Pro Anti dandruff Shampoo 100ml,185.0,0,2,185.0,100,False,100,0.0,0.0
Paan Corner,Johnson's Baby Cream,150.0,0,6,150.0,100,False,100,0.0,0.0
Paan Corner,Johnson's Baby Soap,105.0,0,6,105.0,150,False,150,0.0,0.0
Paan Corner,Himalaya Gentle Baby Shampoo,320.0,17,6,265.0,400,False,400,55.0,17.1875
Paan Corner,L'Oreal Paris Shine Masque Royal Jelly Hair Colour,550.0,0,3,550.0,88,False,87,0.0,0.0
Paan Corner,Engage Rush Deodorant For Men,190.0,11,6,169.0,150,False,150,21.0,11.052631578947368
Paan Corner,Clean & Clear Foaming Face Wash,140.0,10,4,126.0,100,False,100,14.0,10.0
Paan Corner,Dettol Lather Shaving Cream,75.0,5,6,71.0,78,False,78,4.0,5.333333333333334
Paan Corner,Gillette Classic Regular Pre Shave Foam,199.0,0,4,199.0,196,False,196,0.0,0.0
Paan Corner,Dove Daily Shine Conditioner,190.0,0,6,190.0,175,False,180,0.0,0.0
Paan Corner,Johnson's Baby Shampoo,180.0,0,6,180.0,200,False,200,0.0,0.0
Paan Corner,Park Avenue Beer Shampoo ,155.0,9,4,140.0,180,False,180,15.0,9.67741935483871
Paan Corner,Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo,120.0,6,6,112.0,180,False,180,8.0,6.666666666666667
Paan Corner,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,65.0,10,6,58.0,40,False,40,7.0,10.76923076923077
Paan Corner,Sunsilk Stunning Black Shine Shampoo,555.0,6,6,521.0,650,False,650,34.0,6.126126126126126
Paan Corner,Dabur Meswak Toothpaste,100.0,0,1,100.0,200,False,200,0.0,0.0
Paan Corner,Patanjali Kesh Kanti Reetha Hair Cleanser,85.0,0,5,85.0,200,False,200,0.0,0.0
Paan Corner,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,185.0,8,6,169.0,5,False,4,16.0,8.64864864864865
Paan Corner,Santoor Total Skin Care Soap With Sandal & Turmeric,180.0,0,6,180.0,600,False,600,0.0,0.0
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 4 Natural Brown/Natural Dark Brown",620.0,0,1,620.0,172,False,172,0.0,0.0
Paan Corner,Gillette Pre Shave Foam - Classic Regular Skin,225.0,0,6,225.0,418,False,418,0.0,0.0
Paan Corner,Fiama Di Wills Shower Gel Patchouli & Macadamia,199.0,10,6,179.0,250,False,250,20.0,10.050251256281408
Paan Corner,Listerine Fresh Burst Mouthwash,140.0,10,4,126.0,250,False,250,14.0,10.0
Paan Corner,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,299.0,17,5,247.0,200,False,200,52.0,17.391304347826086
Paan Corner,Pantene Hair Fall Control Shampoo,240.0,7,2,221.0,340,False,340,19.0,7.916666666666666
Paan Corner,Fogg Master - Royal Intense,250.0,0,5,250.0,120,False,120,0.0,0.0
Paan Corner,TRESemme Smooth And Shine Conditioner,220.0,0,5,220.0,190,False,190,0.0,0.0
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,155.0,0,6,155.0,870,False,15,0.0,0.0
Paan Corner,"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",93.0,5,6,88.0,80,False,80,5.0,5.376344086021505
Paan Corner,Nivea Soft Moisturizing Cream,310.0,12,1,272.0,200,False,200,38.0,12.258064516129032
Paan Corner,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,85.0,0,5,85.0,200,False,200,0.0,0.0
Paan Corner,Neutrogena Deep Clean Foaming Cleanser,130.0,11,2,115.0,50,False,50,15.0,11.538461538461538
Paan Corner,Clean & Clear Morning Energy Berry Face Wash,155.0,6,6,145.0,100,False,100,10.0,6.451612903225806
Paan Corner,Pampers Premium Care New Baby Pants,320.0,0,4,320.0,24,False,24,0.0,0.0
Paan Corner,Vaseline Intensive Care Aloe Fresh,225.0,9,6,203.0,200,False,200,22.0,9.777777777777779
Paan Corner,L'Oreal Paris Dream Lengths Shampoo,149.0,0,6,149.0,192,False,192,0.0,0.0
Paan Corner,Johnson's Baby Oil,115.0,0,4,115.0,100,False,100,0.0,0.0
Paan Corner,Engage Man Rush Deodorant,195.0,9,6,176.0,150,False,150,19.0,9.743589743589745
Paan Corner,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,264.0,0,6,264.0,340,False,340,0.0,0.0
Paan Corner,Whisper Daily Liners Clean and Fresh,105.0,0,4,105.0,1160,False,20,0.0,0.0
Paan Corner,Himalaya Men Pimple Clear Neem Face Wash,180.0,9,2,163.0,100,False,100,17.0,9.444444444444445
Paan Corner,Pantene Adv Hairfall Solution Conditioner Silky Smooth,190.0,0,5,190.0,200,False,200,0.0,0.0
Paan Corner,Himalaya Prickly Heat Baby Powder,90.0,10,6,81.0,100,False,100,9.0,10.0
Paan Corner,Mamaearth Daily Moisturizing Lotion For Babies,199.0,0,6,199.0,200,False,200,0.0,0.0
Paan Corner,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,175.0,0,3,175.0,812,False,14,0.0,0.0
Paan Corner,Pampers Premium Care Pants - Medium,1099.0,18,6,899.0,54,False,54,200.0,18.198362147406733
Paan Corner,Fiama Men's Refreshing Pulse Shower Gel,199.0,10,6,179.0,250,False,250,20.0,10.050251256281408
Paan Corner,Vaseline Original Skin Protecting Jelly,125.0,10,6,112.0,100,False,100,13.0,10.4
Paan Corner,Clean & Clear Foaming Face Wash,180.0,10,6,162.0,150,False,150,18.0,10.0
Paan Corner,Fiama Lemongrass and Jojoba Shower Gel,225.0,20,6,180.0,250,False,250,45.0,20.0
Paan Corner,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),180.0,0,1,180.0,174,False,3,0.0,0.0
Paan Corner,Listerine Fresh Burst Mouthwash,285.0,7,6,263.0,500,False,500,22.0,7.719298245614035
Paan Corner,Veet Full Body Waxing Kit,235.0,7,6,218.0,1160,False,20,17.0,7.234042553191489
Paan Corner,Listerine Original Mouthwash,55.0,9,6,50.0,80,False,80,5.0,9.090909090909092
Paan Corner,Santoor Almond Soft With Sandal & Almond Milk,180.0,0,2,180.0,625,False,625,0.0,0.0
Paan Corner,Nivea Body Shea Smooth with Shea Butter for Dry Skin,425.0,20,5,340.0,400,False,9,85.0,20.0
Paan Corner,Neutrogena Deep Clean Facial Cleanser,130.0,0,4,130.0,50,False,50,0.0,0.0
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 3.16 Burgundy",550.0,0,3,550.0,159,False,172,0.0,0.0
Paan Corner,Johnson's Baby Powder,235.0,0,6,235.0,400,False,400,0.0,0.0
Paan Corner,Bombay Shaving Company Charcoal Face Wash,249.0,0,4,249.0,100,False,100,0.0,0.0
Paan Corner,Colgate Kids 2+ Years Extra Soft Toothbrush,20.0,0,3,20.0,58,False,1,0.0,0.0
Paan Corner,Veet Hair Removal Cream (Normal Skin),135.0,5,6,128.0,50,False,50,7.0,5.185185185185185
Paan Corner,Dove Daily Shine Shampoo,240.0,0,4,240.0,340,False,340,0.0,0.0
Paan Corner,L'Oreal Anti Hair Fall Conditioner,199.0,0,6,199.0,192,False,192,0.0,0.0
Paan Corner,Nivea Body Lotion Aloe Hydration For Normal Skin ,275.0,10,6,247.0,200,False,200,28.0,10.181818181818182
Paan Corner,Pampers Pants - Large,1549.0,45,3,849.0,82,False,82,700.0,45.19044544867656
Paan Corner,"Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",195.0,10,6,174.0,150,False,150,21.0,10.76923076923077
Paan Corner,Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner,375.0,10,6,334.0,340,False,340,41.0,10.933333333333334
Paan Corner,Fem Fairness Natural Gold Skin Bleach,85.0,7,4,79.0,64,False,64,6.0,7.0588235294117645
Paan Corner,Engage Deo Frost,195.0,9,6,176.0,150,False,150,19.0,9.743589743589745
Paan Corner,Stayfree Secure XL Size Sanitary Napkins,115.0,0,5,115.0,1160,False,20,0.0,0.0
Paan Corner,Pampers Pants - Medium,699.0,21,1,549.0,50,False,50,150.0,21.45922746781116
Paan Corner,Pampers Active Baby Diapers New Born Extra Small ,1099.0,22,3,849.0,72,False,72,250.0,22.747952684258415
Paan Corner,"Nivea Creme, All Season Multi-Purpose Cream",175.0,9,6,158.0,100,False,100,17.0,9.714285714285714
Paan Corner,Woodwards Gripe Water ,50.0,0,4,50.0,130,False,130,0.0,0.0
Paan Corner,Clean & Clear Morning Energy Aqua Splash Face Wash,145.0,9,5,131.0,100,False,100,14.0,9.655172413793103
Paan Corner,Sunsilk Lusciously Thick & Long Shampoo,555.0,6,6,521.0,650,False,650,34.0,6.126126126126126
Paan Corner,Mamaearth Skin Correct Face Serum,599.0,15,1,509.0,30,False,30,90.0,15.025041736227045
Paan Corner,Chik Hairfall Prevent Egg Shampoo,178.0,0,6,178.0,340,False,340,0.0,0.0
Paan Corner,Pantene Silky Smooth Care Shampoo,225.0,6,3,210.0,340,False,340,15.0,6.666666666666667
Paan Corner,"Garnier Skin Naturals, Micellar Cleansing Water",199.0,5,4,189.0,125,False,125,10.0,5.025125628140704
Paan Corner,Set Wet Swag Avatar Deodorant & Body Spray Perfume For Men,199.0,0,1,199.0,150,False,150,0.0,0.0
Paan Corner,Pampers All Round Protection Pants - Medium,699.0,17,6,575.0,50,False,50,124.0,17.739628040057227
Paan Corner,Set Wet Deodrant Charm Avatar,199.0,0,1,199.0,150,False,150,0.0,0.0
Paan Corner,Nupur Heena Mehandi,199.0,0,6,199.0,500,False,500,0.0,0.0
Paan Corner,Head & Shoulders 2-in-1 Active Protect Shampoo,375.0,9,6,338.0,340,False,340,37.0,9.866666666666667
Paan Corner,Gillette Mach 3 Turbo Cartridges,649.0,10,6,578.0,232,False,4,71.0,10.939907550077042
Paan Corner,TRESemme Smooth And Shine Conditioner,210.0,13,1,182.0,190,False,190,28.0,13.333333333333334
Paan Corner,Bombay Shaving Company Sensitive Cartridges,375.0,0,2,375.0,116,False,2,0.0,0.0
Paan Corner,Himalaya Baby Lotion,300.0,12,1,264.0,400,False,400,36.0,12.0
Paan Corner,Old Spice Lime Lather Shaving Cream,75.0,0,6,75.0,70,False,70,0.0,0.0
Paan Corner,Colgate Sensitive Plus Anticavity Toothpaste ,140.0,10,6,126.0,70,False,70,14.0,10.0
Paan Corner,Colgate Toothpaste For Kids Motu Oatlu,93.0,0,6,93.0,80,False,80,0.0,0.0
Paan Corner,Pantene Total Damage Care Shampoo,120.0,0,6,120.0,180,False,180,0.0,0.0
Paan Corner,Himalaya Moisturising Aloe Vera Facial Wipes,100.0,10,6,90.0,25,False,25,10.0,10.0
Paan Corner,Savlon Moisture Shield Hand Wash,69.0,0,5,69.0,200,False,200,0.0,0.0
Paan Corner,Pampers Active Baby Diapers New Born Extra Small,360.0,10,6,324.0,24,False,24,36.0,10.0
Paan Corner,Himalaya Anti Dandruff Shampoo,260.0,18,1,213.0,400,False,400,47.0,18.076923076923077
Paan Corner,Himalaya Anti Hair Fall Shampoo,490.0,25,4,367.0,700,False,700,123.0,25.102040816326532
Paan Corner,Johnson's Baby Oil,200.0,0,6,200.0,200,False,200,0.0,0.0
Paan Corner,Vaseline Intensive Care Deep Moisture Body Lotion,325.0,0,4,325.0,400,False,400,0.0,0.0
Paan Corner,L'Oreal Paris Dream Lengths Conditioner,199.0,0,1,199.0,193,False,193,0.0,0.0
Paan Corner,Nivea Soft Light Moisturizing Cream,185.0,15,6,157.0,100,False,100,28.0,15.135135135135137
Paan Corner,Whisper Ultra Soft XL+ Sanitary Pads,555.0,0,1,555.0,60,False,60,0.0,0.0
Paan Corner,Palmolive Feel The Massage Shower Gel,249.0,20,6,199.0,250,False,250,50.0,20.080321285140563
Paan Corner,L'Oreal Paris Dream Lengths Conditioner,209.0,0,3,209.0,193,False,193,0.0,0.0
Paan Corner,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,285.0,6,6,266.0,340,False,340,19.0,6.666666666666667
Paan Corner,Mamaearth Moisturizing Baby Bath Soap,249.0,0,4,249.0,150,False,150,0.0,0.0
Paan Corner,Listerine Original Mouthwash,150.0,10,6,135.0,250,False,250,15.0,10.0
Paan Corner,Himalaya Gentle Baby Shampoo,170.0,14,6,146.0,200,False,200,24.0,14.117647058823529
Paan Corner,Dove Dryness Care Shampoo,268.0,5,1,252.0,340,False,340,16.0,5.970149253731343
Paan Corner,Dove Hair Fall Rescue Shampoo,280.0,15,6,236.0,340,False,340,44.0,15.714285714285714
Paan Corner,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,295.0,9,6,266.0,340,False,340,29.0,9.830508474576272
Paan Corner,Bombay Shaving Company Defender Razor,345.0,0,6,345.0,58,False,1,0.0,0.0
Paan Corner,"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",365.0,0,1,365.0,340,False,340,0.0,0.0
Paan Corner,Himalaya Baby Nourishing Massage Oil,200.0,20,2,160.0,200,False,250,40.0,20.0
Paan Corner,Himalaya Baby Powder,235.0,20,6,188.0,400,False,400,47.0,20.0
Paan Corner,Fogg Paradise Fragrant Body Spray For Women ,250.0,0,6,250.0,150,False,150,0.0,0.0
Paan Corner,Revive Revive Liquid,71.0,0,6,71.0,200,False,200,0.0,0.0
Paan Corner,Pantene Hairfall Control Conditioner,190.0,6,6,178.0,200,False,200,12.0,6.315789473684211
Paan Corner,Mamaearth Vitamin C Face Toner,399.0,0,1,399.0,200,False,200,0.0,0.0
Paan Corner,Himalaya Diaper Rash Cream,80.0,10,2,72.0,20,False,20,8.0,10.0
Paan Corner,Fogg Royal Fragrance Spray,230.0,0,4,230.0,150,False,120,0.0,0.0
Paan Corner,Dove Pink Rosa Beauty Bathing Bar,245.0,9,6,221.0,100,False,100,24.0,9.795918367346939
Paan Corner,Dove Dryness Care Conditioner Frizzy & Dry Hair,90.0,6,4,84.0,80,False,80,6.0,6.666666666666667
Paan Corner,Dettol Original Liquid Handwash Refill,109.0,3,0,105.0,750,True,750,4.0,3.669724770642202
Paan Corner,Parachute 100% Pure Coconut Oil,123.0,0,0,123.0,300,True,300,0.0,0.0
Paan Corner,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30.0,3,0,29.0,406,True,7,1.0,3.3333333333333335
Paan Corner,Dabur Gulabari Premium Rose Water,48.0,2,0,47.0,120,True,120,1.0,2.083333333333333
Paan Corner,Parachute Advansed Gold Coconut Hair Oil,215.0,9,0,194.0,400,True,400,21.0,9.767441860465116
Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,90.0,10,0,81.0,150,True,150,9.0,10.0
Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,100.0,16,0,84.0,500,True,100,16.0,16.0
Paan Corner,Sensodyne Sensitive Fresh Gel Toothpaste,115.0,7,0,106.0,75,True,75,9.0,7.82608695652174
Paan Corner,Whisper Bindazzz Nights XL + Sanitary Pad,90.0,0,0,90.0,406,True,7,0.0,0.0
Paan Corner,Whisper Choice Sanitary Pad ,32.0,9,0,29.0,406,True,7,3.0,9.375
Paan Corner,"Godrej No.1 Bathing Soap, Jasmine",84.0,0,0,84.0,400,True,100,0.0,0.0
Paan Corner,Gillette Venus Close & Clean Razor ,249.0,7,0,230.0,58,True,1,19.0,7.630522088353414
Paan Corner,Whisper Choice Regular Sanitary Pads,90.0,3,0,87.0,58,True,20,3.0,3.3333333333333335
Paan Corner,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42.0,2,0,41.0,406,True,7,1.0,2.380952380952381
Paan Corner,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,82.0,9,0,74.0,27,True,27,8.0,9.75609756097561
Paan Corner,Clean & Clear Morning Energy Lemon Face Wash,145.0,9,0,131.0,100,True,100,14.0,9.655172413793103
Paan Corner,Bajaj Almond Drops Hair Oil,67.0,10,0,60.0,100,True,100,7.0,10.44776119402985
Paan Corner,Bajaj Almond Drops Hair Oil Bottle,130.0,7,0,120.0,200,True,200,10.0,7.6923076923076925
Paan Corner,Whisper Bindazzz Night Sanitary Pads XL Plus,185.0,0,0,185.0,870,True,15,0.0,0.0
Paan Corner,Godrej Cinthol Lime Refreshing Deo Soap,116.0,0,0,116.0,400,True,400,0.0,0.0
Paan Corner,"MamyPoko Pants Standard Diapers, Extra Large (12 - 17 kg)",399.0,7,0,369.0,26,True,26,30.0,7.518796992481203
Home & Cleaning,Surf Excel Stain Eraser,18.0,0,1,18.0,150,False,150,0.0,0.0
Home & Cleaning,Colin Glass and Surface Cleaner Liquid Spray Regular,96.0,7,6,89.0,500,False,500,7.0,7.291666666666667
Home & Cleaning,A1 Biodegradable Garbage Dustbin Bags,69.0,0,6,69.0,30,False,30,0.0,0.0
Home & Cleaning,"Mortein Cockroach Killer Spray, Crawling insect killer with Deep-Reach Nozzle",189.0,5,2,179.0,425,False,425,10.0,5.291005291005291
